JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2461091.96709,11.035,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.436|CREFERR=0.002|CREFMAG=10.684|CX=1.1867|KMAGINS=-11.989|KMAGSTD=12.131|KMAGTRAN=12.166|KREFERR=0.003|KREFMAG=12.180|KX=1.1900|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.092|VMAGSTD=11.028|VX=1.1893,1,1.191,Z,-13.436,-11.989,None,DY Her,AAVSO,STD,129,,,
2461091.96801,10.631,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.617|CREFERR=0.002|CREFMAG=10.309|CX=1.1835|KMAGINS=-12.284|KMAGSTD=11.642|KMAGTRAN=11.640|KREFERR=0.002|KREFMAG=11.635|KX=1.1868|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.295|VMAGSTD=10.631|VX=1.1861,1,1.189,Z,-13.617,-12.284,None,DY Her,AAVSO,STD,129,,,
2461091.96895,11.029,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.415|CREFERR=0.002|CREFMAG=10.684|CX=1.1803|KMAGINS=-11.976|KMAGSTD=12.123|KMAGTRAN=12.158|KREFERR=0.003|KREFMAG=12.180|KX=1.1835|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.075|VMAGSTD=11.025|VX=1.1828,1,1.185,Z,-13.415,-11.976,None,DY Her,AAVSO,STD,130,,,
2461091.96986,10.637,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.660|CREFERR=0.002|CREFMAG=10.309|CX=1.1772|KMAGINS=-12.333|KMAGSTD=11.636|KMAGTRAN=11.633|KREFERR=0.002|KREFMAG=11.635|KX=1.1804|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.332|VMAGSTD=10.637|VX=1.1797,1,1.182,Z,-13.66,-12.333,None,DY Her,AAVSO,STD,130,,,
2461091.9708,11.021,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.407|CREFERR=0.002|CREFMAG=10.684|CX=1.1741|KMAGINS=-11.975|KMAGSTD=12.115|KMAGTRAN=12.147|KREFERR=0.003|KREFMAG=12.180|KX=1.1773|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.068|VMAGSTD=11.022|VX=1.1765,1,1.178,Z,-13.407,-11.975,None,DY Her,AAVSO,STD,131,,,
2461091.97171,10.651,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.677|CREFERR=0.002|CREFMAG=10.309|CX=1.1711|KMAGINS=-12.346|KMAGSTD=11.640|KMAGTRAN=11.638|KREFERR=0.002|KREFMAG=11.635|KX=1.1743|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.335|VMAGSTD=10.651|VX=1.1735,1,1.176,Z,-13.677,-12.346,None,DY Her,AAVSO,STD,131,,,
2461091.97265,11.027,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.456|CREFERR=0.002|CREFMAG=10.684|CX=1.1681|KMAGINS=-12.009|KMAGSTD=12.131|KMAGTRAN=12.169|KREFERR=0.003|KREFMAG=12.180|KX=1.1712|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.115|VMAGSTD=11.025|VX=1.1705,1,1.172,Z,-13.456,-12.009,None,DY Her,AAVSO,STD,132,,,
2461091.97356,10.645,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.631|CREFERR=0.002|CREFMAG=10.309|CX=1.1652|KMAGINS=-12.304|KMAGSTD=11.637|KMAGTRAN=11.634|KREFERR=0.002|KREFMAG=11.635|KX=1.1683|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.295|VMAGSTD=10.645|VX=1.1676,1,1.17,Z,-13.631,-12.304,None,DY Her,AAVSO,STD,132,,,
2461091.9745,11.024,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.390|CREFERR=0.002|CREFMAG=10.684|CX=1.1623|KMAGINS=-11.932|KMAGSTD=12.142|KMAGTRAN=12.180|KREFERR=0.003|KREFMAG=12.180|KX=1.1654|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.052|VMAGSTD=11.021|VX=1.1647,1,1.166,Z,-13.39,-11.932,None,DY Her,AAVSO,STD,133,,,
2461091.97542,10.637,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.662|CREFERR=0.002|CREFMAG=10.309|CX=1.1595|KMAGINS=-12.326|KMAGSTD=11.644|KMAGTRAN=11.642|KREFERR=0.003|KREFMAG=11.635|KX=1.1625|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.334|VMAGSTD=10.637|VX=1.1618,1,1.164,Z,-13.662,-12.326,None,DY Her,AAVSO,STD,133,,,
