JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457322.39279,10.825,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.188,,GP AND,VVS,STD,,,,
2457322.39309,10.829,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.177,,GP AND,VVS,STD,,,,
2457322.39339,10.851,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.168,,GP AND,VVS,STD,,,,
2457322.39369,10.852,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.39399,10.867,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.185,,GP AND,VVS,STD,,,,
2457322.39429,10.820,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.194,,GP AND,VVS,STD,,,,
2457322.39459,10.833,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.160,,GP AND,VVS,STD,,,,
2457322.39490,10.838,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.183,,GP AND,VVS,STD,,,,
2457322.39520,10.861,0.011,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.165,,GP AND,VVS,STD,,,,
2457322.39550,10.850,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.39580,10.845,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.195,,GP AND,VVS,STD,,,,
2457322.39610,10.839,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.170,,GP AND,VVS,STD,,,,
2457322.39640,10.846,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.168,,GP AND,VVS,STD,,,,
2457322.39670,10.828,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.183,,GP AND,VVS,STD,,,,
2457322.39700,10.839,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.39730,10.833,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.169,,GP AND,VVS,STD,,,,
2457322.39760,10.831,0.007,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.195,,GP AND,VVS,STD,,,,
2457322.39791,10.850,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.191,,GP AND,VVS,STD,,,,
2457322.39821,10.846,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.181,,GP AND,VVS,STD,,,,
2457322.39850,10.846,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.174,,GP AND,VVS,STD,,,,
2457322.39880,10.842,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.39910,10.817,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.175,,GP AND,VVS,STD,,,,
2457322.39940,10.809,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.164,,GP AND,VVS,STD,,,,
2457322.39970,10.804,0.011,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.15,Z,,18.191,,GP AND,VVS,STD,,,,
2457322.40000,10.813,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.191,,GP AND,VVS,STD,,,,
2457322.40030,10.855,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.162,,GP AND,VVS,STD,,,,
2457322.40060,10.820,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.165,,GP AND,VVS,STD,,,,
2457322.40090,10.812,0.011,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.186,,GP AND,VVS,STD,,,,
2457322.40120,10.845,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.206,,GP AND,VVS,STD,,,,
2457322.40150,10.812,0.012,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.182,,GP AND,VVS,STD,,,,
2457322.40181,10.809,0.011,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.189,,GP AND,VVS,STD,,,,
2457322.40211,10.809,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.164,,GP AND,VVS,STD,,,,
2457322.40241,10.818,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.171,,GP AND,VVS,STD,,,,
2457322.40271,10.806,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.179,,GP AND,VVS,STD,,,,
2457322.40301,10.814,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.158,,GP AND,VVS,STD,,,,
2457322.40331,10.818,0.008,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.168,,GP AND,VVS,STD,,,,
2457322.40361,10.801,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.167,,GP AND,VVS,STD,,,,
2457322.40391,10.796,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.40421,10.785,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.181,,GP AND,VVS,STD,,,,
2457322.40451,10.802,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.182,,GP AND,VVS,STD,,,,
2457322.40481,10.785,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.170,,GP AND,VVS,STD,,,,
2457322.40512,10.766,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.166,,GP AND,VVS,STD,,,,
2457322.40542,10.776,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.157,,GP AND,VVS,STD,,,,
2457322.40572,10.768,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.185,,GP AND,VVS,STD,,,,
2457322.40602,10.754,0.010,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.188,,GP AND,VVS,STD,,,,
2457322.40632,10.769,0.009,,V,DUBF,,ENSEMBLE,UCAC4 566-001897,X15524P,STANDARD MAG:  K = 11.528,0,1.14,Z,,18.179,,GP AND,VVS,STD,,,,
