JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460568.146454,9.68,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.33,Z,17.15,18.51,,ZZ Mic,,STD,,,,
2460568.146707,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.48|KREFMAG=11.38|KREFERR=0.01,0,1.332,Z,17.12,18.48,,ZZ Mic,,STD,,,,
2460568.146957,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.333,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.147208,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.334,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.14753,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.336,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.147856,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.53|KREFMAG=11.38|KREFERR=0.01,0,1.338,Z,17.15,18.53,,ZZ Mic,,STD,,,,
2460568.148108,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.339,Z,17.15,18.5,,ZZ Mic,,STD,,,,
2460568.14836,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.34,Z,17.12,18.49,,ZZ Mic,,STD,,,,
2460568.148615,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.342,Z,17.14,18.52,,ZZ Mic,,STD,,,,
2460568.148942,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.344,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.149194,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.345,Z,17.12,18.5,,ZZ Mic,,STD,,,,
2460568.149445,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.346,Z,17.13,18.49,,ZZ Mic,,STD,,,,
2460568.149697,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.348,Z,17.12,18.49,,ZZ Mic,,STD,,,,
2460568.149948,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.349,Z,17.13,18.52,,ZZ Mic,,STD,,,,
2460568.150274,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.351,Z,17.13,18.49,,ZZ Mic,,STD,,,,
2460568.150527,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.352,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.150777,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.354,Z,17.13,18.49,,ZZ Mic,,STD,,,,
2460568.151028,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.355,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.151282,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.357,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.151607,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.358,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.151858,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.36,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.15211,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.361,Z,17.12,18.5,,ZZ Mic,,STD,,,,
2460568.152363,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.363,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.152681,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.365,Z,17.14,18.49,,ZZ Mic,,STD,,,,
2460568.152934,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.366,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.153184,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.367,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.153436,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.16|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.369,Z,17.16,18.52,,ZZ Mic,,STD,,,,
2460568.153686,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.37,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.154006,9.74,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.372,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.15426,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.374,Z,17.15,18.52,,ZZ Mic,,STD,,,,
2460568.154513,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.375,Z,17.15,18.52,,ZZ Mic,,STD,,,,
2460568.154762,9.74,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.66|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.377,Z,17.15,18.52,,ZZ Mic,,STD,,,,
2460568.155085,9.74,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.379,Z,17.13,18.49,,ZZ Mic,,STD,,,,
2460568.155486,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.68|CMAGINS=17.18|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.54|KREFMAG=11.38|KREFERR=0.01,0,1.381,Z,17.18,18.54,,ZZ Mic,,STD,,,,
2460568.155735,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.65|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.53|KREFMAG=11.38|KREFERR=0.01,0,1.382,Z,17.15,18.53,,ZZ Mic,,STD,,,,
2460568.155987,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.384,Z,17.14,18.52,,ZZ Mic,,STD,,,,
2460568.156238,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.65|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.53|KREFMAG=11.38|KREFERR=0.01,0,1.385,Z,17.15,18.53,,ZZ Mic,,STD,,,,
2460568.156558,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.387,Z,17.15,18.5,,ZZ Mic,,STD,,,,
2460568.156812,9.73,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.389,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.157063,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.64|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.39,Z,17.15,18.51,,ZZ Mic,,STD,,,,
2460568.157315,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.392,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.157634,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.63|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.394,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.157887,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.395,Z,17.14,18.52,,ZZ Mic,,STD,,,,
2460568.158142,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.397,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.158391,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.399,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.158643,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.4,Z,17.13,18.52,,ZZ Mic,,STD,,,,
2460568.158963,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.402,Z,17.14,18.49,,ZZ Mic,,STD,,,,
2460568.159216,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.404,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.159465,9.72,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.62|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.405,Z,17.14,18.52,,ZZ Mic,,STD,,,,
2460568.159787,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.407,Z,17.13,18.52,,ZZ Mic,,STD,,,,
2460568.160039,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.409,Z,17.13,18.49,,ZZ Mic,,STD,,,,
2460568.160294,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.41,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.160549,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.412,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.160799,9.71,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.414,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.161124,9.69,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.59|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.416,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.161442,9.69,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.59|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.418,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.16169,9.69,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.61|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.419,Z,17.15,18.49,,ZZ Mic,,STD,,,,
2460568.161942,9.68,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.60|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.421,Z,17.15,18.49,,ZZ Mic,,STD,,,,
2460568.162194,9.68,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.58|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.48|KREFMAG=11.38|KREFERR=0.01,0,1.423,Z,17.13,18.48,,ZZ Mic,,STD,,,,
2460568.162444,9.7,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.59|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.424,Z,17.12,18.51,,ZZ Mic,,STD,,,,
2460568.162765,9.67,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.58|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.426,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.163014,9.68,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.59|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.48|KREFMAG=11.38|KREFERR=0.01,0,1.428,Z,17.14,18.48,,ZZ Mic,,STD,,,,
2460568.163264,9.67,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.59|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.429,Z,17.15,18.49,,ZZ Mic,,STD,,,,
2460568.163514,9.66,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.57|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.431,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.163837,9.67,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.55|CMAGINS=17.11|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.433,Z,17.11,18.5,,ZZ Mic,,STD,,,,
2460568.164089,9.66,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.55|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.435,Z,17.12,18.51,,ZZ Mic,,STD,,,,
2460568.164339,9.66,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.56|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.437,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.164591,9.65,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.55|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.438,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.164841,9.64,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.55|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.44,Z,17.14,18.5,,ZZ Mic,,STD,,,,
2460568.165158,9.66,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.55|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.442,Z,17.12,18.5,,ZZ Mic,,STD,,,,
2460568.165408,9.64,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.54|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.444,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.165729,9.63,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.53|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.446,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.165981,9.63,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.51|CMAGINS=17.12|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.448,Z,17.12,18.49,,ZZ Mic,,STD,,,,
2460568.166297,9.61,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.53|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.45,Z,17.15,18.52,,ZZ Mic,,STD,,,,
2460568.166548,9.62,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.52|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.452,Z,17.13,18.49,,ZZ Mic,,STD,,,,
2460568.1668,9.62,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.54|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.54|KREFMAG=11.38|KREFERR=0.01,0,1.453,Z,17.15,18.54,,ZZ Mic,,STD,,,,
2460568.167051,9.61,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.51|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.455,Z,17.13,18.52,,ZZ Mic,,STD,,,,
2460568.167379,9.61,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.50|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.457,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.167631,9.6,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.51|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.459,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.167885,9.6,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.50|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.461,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.168137,9.59,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.49|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.49|KREFMAG=11.38|KREFERR=0.01,0,1.462,Z,17.13,18.49,,ZZ Mic,,STD,,,,
2460568.168391,9.59,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.49|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.464,Z,17.13,18.52,,ZZ Mic,,STD,,,,
2460568.168712,9.57,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.48|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.467,Z,17.14,18.51,,ZZ Mic,,STD,,,,
2460568.168962,9.57,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.47|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.51|KREFMAG=11.38|KREFERR=0.01,0,1.468,Z,17.13,18.51,,ZZ Mic,,STD,,,,
2460568.169211,9.57,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.47|CMAGINS=17.13|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.47,Z,17.13,18.5,,ZZ Mic,,STD,,,,
2460568.169466,9.55,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.47|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.52|KREFMAG=11.38|KREFERR=0.01,0,1.472,Z,17.14,18.52,,ZZ Mic,,STD,,,,
2460568.169718,9.55,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.47|CMAGINS=17.15|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.474,Z,17.15,18.5,,ZZ Mic,,STD,,,,
2460568.17004,9.53,0.0,,V,NLX,,UCAC4 237-172142,237-172119,X38805ALB,|VMAGINS=16.44|CMAGINS=17.14|CREFMAG=10.23|CREFERR=0.01|KMAGINS=18.50|KREFMAG=11.38|KREFERR=0.01,0,1.476,Z,17.14,18.5,,ZZ Mic,,STD,,,,
